C B,BENEFICIARIO,RFC,FACTURAS,CONTRATO,CONCEPTO,TIPO,FDO - #OP,FECHA,IMPORTE,SHEET
320092,LUGO PERALES BLANCA ELIZABETH,LUPB660311716,63-183011-2131,SFA-DGA-DASG/CC/0270.4/2023,"PUBLICACION DE BANNER EN LA PAGINA ELECTRONICA WWW.365INFORMATIVO.COM, CORRESPONDIENTE AL MES DE MARZO DEL 2024, DE LA CAMPAÑA SENDERISMO",TR,1030570.0,2024-05-30,11870.69,COMUNICACION
320243,LOPEZ HERNANDEZ ERICK ADRIAN,LOHE9308042R2,1324-183011-2014,SFA-DGA-DASG/CC/0270.10/2023,"DESPLEGADO (PLANA) 27CM X 20.5CM EN LA REVISTA EFECTO NOTICIAS, CORRESPONDIENTE AL MES DE ENERO DEL 2024, DE LA CAMPAÑA PREDIAL",TR,1030509.0,2024-05-24,12000.0,COMUNICACION
320243,LOPEZ HERNANDEZ ERICK ADRIAN,LOHE9308042R2,1325-183011-2015,SFA-DGA-DASG/CC/0270.10/2023,"DESPLEGADO (PLANA) 27CM X 20.5CM EN LA REVISTA EFECTO NOTICIAS, CORRESPONDIENTE AL MES DE ENERO DEL 2024, DE LA CAMPAÑA PRESUPUESTO PARTICIPATIVO",TR,1030509.0,2024-05-24,12000.0,COMUNICACION
320243,LOPEZ HERNANDEZ ERICK ADRIAN,LOHE9308042R2,1348-183011-2016,SFA-DGA-DASG/CC/0270.10/2023,"DESPLEGADO (PLANA) 27CM X 20.5CM EN LA REVISTA EFECTO NOTICIAS, CORRESPONDIENTE AL MES DE FEBRERO DEL 2024, DE LA CAMPAÑA PUERTA DE HIERRO",TR,1030509.0,2024-05-24,12000.0,COMUNICACION
320243,LOPEZ HERNANDEZ ERICK ADRIAN,LOHE9308042R2,1349-183011-2017,SFA-DGA-DASG/CC/0270.10/2023,"DESPLEGADO (PLANA) 27CM X 20.5CM EN LA REVISTA EFECTO NOTICIAS, CORRESPONDIENTE AL MES DE FEBRERO DEL 2024, DE LA CAMPAÑA PUENTE CHURUBUSCO",TR,1030509.0,2024-05-24,12000.0,COMUNICACION
320243,LOPEZ HERNANDEZ ERICK ADRIAN,LOHE9308042R2,1366-183011-2018,SFA-DGA-DASG/CC/0270.10/2023,"DESPLEGADO (PLANA) 27CM X 20.5CM EN LA REVISTA EFECTO NOTICIAS, CORRESPONDIENTE AL MES DE MARZO DEL 2024, DE LA CAMPAÑA EVITA INCENDIOS",TR,1030509.0,2024-05-24,12000.0,COMUNICACION
320243,LOPEZ HERNANDEZ ERICK ADRIAN,LOHE9308042R2,1367-183011-2019,SFA-DGA-DASG/CC/0270.10/2023,"DESPLEGADO (PLANA) 27CM X 20.5CM EN LA REVISTA EFECTO NOTICIAS, CORRESPONDIENTE AL MES DE MARZO DEL 2024, DE LA CAMPAÑA SENDERISTA SEGURO",TR,1030509.0,2024-05-24,12000.0,COMUNICACION
320244,"ELLA MARKETING, S.A. DE C.V.",EMA1507214N1,A 1005-183011-1402,SEP-153-2024,"SERVICIOS EN CONTENIDO ESTRATEGICO PARA REDES SOCIALES, ESTUDIO SOCIO-DEMOGRAFICO, ESTUDIOS DE HUMOR SOCIAL, ATLAS DE INTELIGENCIA DIGITAL Y ESTUDIO ANTROPOLOGICO DIGITAL, DEL MES DE ENERO 2024_CAMPAÑA PRESUPUESTO PARTICIPATIVO",TR,1030407.0,2024-05-17,588500.0,COMUNICACION
320244,"ELLA MARKETING, S.A. DE C.V.",EMA1507214N1,A 1006-183011-1405,SEP-153-2024,"SERVICIOS EN CONTENIDO ESTRATEGICO PARA REDES SOCIALES, ESTUDIO SOCIO-DEMOGRAFICO, ESTUDIOS DE HUMOR SOCIAL, ATLAS DE INTELIGENCIA DIGITAL Y ESTUDIO ANTROPOLOGICO DIGITAL, DEL MES DE FEBRERO 2024_CAMPAÑA HECHO POR MONTERREY",TR,1030407.0,2024-05-17,588500.0,COMUNICACION
320272,RIOS MARTINEZ DINORAH NEITAKRIT,RIMD750807EW4,1404-183011-1286,SEP-069-2023,"SERVICIOS PROFESIONALES DE LOCUCION, PRE-PRODUCCION, PRODUCCION Y POST PRODUCCION DE SPOTS DE AUDIO PARA RADIO, TV Y PLATAFORMAS DIGITALES, DURANTE EL MES DE  NOVIEMBRE DEL 2023 (ENCENDIDO DEL PINO, PRESUPUESTO PARTICIPATIVO, ETC.)",TR,1030223.0,2024-05-03,91379.31,COMUNICACION
320272,RIOS MARTINEZ DINORAH NEITAKRIT,RIMD750807EW4,1405-183011-1287,SEP-069-2023,"SERVICIOS PROFESIONALES DE LOCUCION, PRE-PRODUCCION, PRODUCCION Y POST PRODUCCION DE SPOTS DE AUDIO PARA RADIO, TV Y PLATAFORMAS DIGITALES, DURANTE EL MES DE DICIEMBRE DEL 2023 (PREDIAL, DESFILE NAVIDAD, PRESUPUESTO PARTICIPATIVO, ETC.)",TR,1030223.0,2024-05-03,91379.31,COMUNICACION
320342,"TELEVISA, S DE R.L. DE C.V.",TEL721214GK7,A01PU - 5240-183011-1296,SEP-061-2023,"TRANSMISION DE (36) SPOTS DE 20 SEGUNDOS EN DIFERENTES PROGRAMAS, DEL 11 AL 17 DE DICIEMBRE DEL 2023, DE LA CAMPAÑA DESFILE NAVIDAD",TR,1030432.0,2024-05-17,164599.08,COMUNICACION
320342,"TELEVISA, S DE R.L. DE C.V.",TEL721214GK7,A01PU - 5242-183011-1298,SEP-061-2023,"TRANSMISION DE (34) SPOTS DE 20 SEGUNDOS EN DIFERENTES PROGRAMAS, DEL 27 DE NOVIEMBRE AL 03 DE DICIEMBRE DEL 2023, DE LA CAMPAÑA NAVIDAD CONTIGO",TR,1030432.0,2024-05-17,157737.31,COMUNICACION
320342,"TELEVISA, S DE R.L. DE C.V.",TEL721214GK7,A01PU - 5243-183011-1787,SEP-061-2023,"TRANSMISION DE (81) SPOTS DE 20 SEGUNDOS EN DIFERENTES PROGRAMAS, DEL 02 AL 30 DE NOVIEMBRE DEL 2023, DE LA CAMPAÑA DESCUENTO MULTAS",TR,1030628.0,2024-05-31,360969.33,COMUNICACION
320342,"TELEVISA, S DE R.L. DE C.V.",TEL721214GK7,A01PU - 5244-183011-1785,SEP-061-2023,"TRANSMISION DE (110) SPOTS DE 20 SEGUNDOS EN DIFERENTES PROGRAMAS, DEL 10 AL 30 DE NOVIEMBRE DEL 2023, DE LA CAMPAÑA PRESUPUESTO PARTICIPATIVO",TR,1030628.0,2024-05-31,523882.22,COMUNICACION
320342,"TELEVISA, S DE R.L. DE C.V.",TEL721214GK7,A01PU - 5250-183011-1786,SEP-061-2023,"TRANSMISION DE (34) SPOTS DE 20 SEGUNDOS EN DIFERENTES PROGRAMAS, DEL 21 AL 30 DE DICIEMBRE DEL 2023, DE LA CAMPAÑA SANTA",TR,1030628.0,2024-05-31,154164.51,COMUNICACION
320342,"TELEVISA, S DE R.L. DE C.V.",TEL721214GK7,A01PU - 5603-183011-1788,SEP-061-2023,"TRANSMISION DE (2 Y 4) MENCIONES DE 60 SEGUNDOS EN DIFERENTES PROGRAMAS, DEL DIA (RESPECTIVAMENTE) 10 Y 11 DE NOVIEMBRE DEL 2023, DE LA CAMPAÑA PRESUPUESTO PARTICIPATIVO",TR,1030628.0,2024-05-31,77833.68,COMUNICACION
320431,"MEDIOS NLD, S.A. DE C.V.",MNL200128G84,A 62-183011-1406,SEP-140-2024,"SERVICIO DE PUBLICIDAD EN PANTALLA LED MOVIL, DURANTE LOS DIAS 06, 15, 16, 23, 25, 29, 30 Y 31 DE ENERO DEL 2024,  DE VARIAS CAMPAÑAS.",TR,1030239.0,2024-05-03,83520.0,COMUNICACION
320431,"MEDIOS NLD, S.A. DE C.V.",MNL200128G84,A 64-183011-1407,SEP-140-2024,"SERVICIO DE PUBLICIDAD EN PANTALLA LED MOVIL, DURANTE LOS DIAS DEL 01 AL 16 Y EL 27, 28 Y 29  DE FEBRERO DEL 2024,  DE VARIAS CAMPAÑAS",TR,1030239.0,2024-05-03,198360.0,COMUNICACION
320556,IBARRA GONZALEZ RODOLFO JAIR,IAGR800628C48,F - 16-183011-2228,SFA-DGA-DASG/CC/0270.23/2023,"PUBLICACION DE 2 BANNER MENSUAL 400X400 Y 160X600 PIXELES, EN LA PAGINA ELECTRONICA WWW.ELPUNTO.COM, CORRESPONDIENTE AL MES DE MARZO DEL 2024, DE LA CAMPAÑA INCENDIOS Y SENDERISTA SEGURO",TR,1030629.0,2024-05-31,21931.04,COMUNICACION
320556,IBARRA GONZALEZ RODOLFO JAIR,IAGR800628C48,F - 2-183011-2226,SFA-DGA-DASG/CC/0270.23/2023,"PUBLICACION DE 2 BANNER MENSUAL 400X400 Y 160X600 PIXELES, EN LA PAGINA ELECTRONICA WWW.ELPUNTO.COM, CORRESPONDIENTE AL MES DE ENERO DEL 2024, DE LA CAMPAÑA PREDIAL Y PRESUPUESTO PARTICIPATIVO",TR,1030629.0,2024-05-31,21931.04,COMUNICACION
320556,IBARRA GONZALEZ RODOLFO JAIR,IAGR800628C48,F - 9-183011-2227,SFA-DGA-DASG/CC/0270.23/2023,"PUBLICACION DE 2 BANNER MENSUAL 400X400 Y 160X600 PIXELES, EN LA PAGINA ELECTRONICA WWW.ELPUNTO.COM, CORRESPONDIENTE AL MES DE FEBRERO DEL 2024, DE LA CAMPAÑA PUERTA DE HIERRO Y PUENTE CHURUBUSCO",TR,1030629.0,2024-05-31,21931.04,COMUNICACION
320567,GARZA RODRIGUEZ JOSE LUIS,GARL7604285L9,339-183011-2208,SFA-DGA-DASG/CC/0270.16/2023,"PUBLICACION DE BANNER MENSUAL 700X630 PIXELES, EN LA PAGINA ELECTRONICA WWW.YANKUIKMX.COM, CORRESPONDIENTE AL MES DE ENERO DEL 2024, DE LA CAMPAÑA PRESUPUESTO PARTICIPATIVO",TR,1030582.0,2024-05-30,10965.52,COMUNICACION
320574,"TRANSMISORA REGIONAL RADIO FORMULA, S.A. DE C.V.",TRR940601L80,AO 17000726-183011-1776,SEP-077-2023,"TRANSMISION DE (20) SPOTS DE 20SEG. EN DIFERENTES PROGRAMAS DE RADIO, DEL DIA 01 AL 30 DE NOVIEMBRE DEL 2023, DE LA CAMPAÑA DESCUENTO DE MULTAS",TR,1030478.0,2024-05-24,18560.0,COMUNICACION
320574,"TRANSMISORA REGIONAL RADIO FORMULA, S.A. DE C.V.",TRR940601L80,AO 17000727-183011-1777,SEP-077-2023,"TRANSMISION DE (21) SPOTS DE 20SEG. EN DIFERENTES PROGRAMAS DE RADIO, DEL DIA 01 AL 29 DE NOVIEMBRE DEL 2023, DE LA CAMPAÑA PRESUPUESTO PARTICIPATIVO",TR,1030478.0,2024-05-24,19488.0,COMUNICACION
320574,"TRANSMISORA REGIONAL RADIO FORMULA, S.A. DE C.V.",TRR940601L80,AO 17000728-183011-1778,SEP-077-2023,"TRANSMISION DE (12) SPOTS DE 20SEG. EN DIFERENTES PROGRAMAS DE RADIO, DEL DIA 27 DE NOVIEMBRE AL 03 DE DICIEMBRE 2023, DE LA CAMPAÑA NAVIDAD CONTIGO",TR,1030478.0,2024-05-24,11136.0,COMUNICACION
320574,"TRANSMISORA REGIONAL RADIO FORMULA, S.A. DE C.V.",TRR940601L80,AO 17000729-183011-1779,SEP-077-2023,"TRANSMISION DE (28) SPOTS DE 20SEG. EN DIFERENTES PROGRAMAS DE RADIO, DEL DIA 11 AL 17 DE DICIEMBRE 2023, DE LA CAMPAÑA DESFILE NAVIDEÑO",TR,1030478.0,2024-05-24,25984.0,COMUNICACION
320574,"TRANSMISORA REGIONAL RADIO FORMULA, S.A. DE C.V.",TRR940601L80,AO 17000730-183011-1780,SEP-077-2023,"TRANSMISION DE (57) SPOTS DE 20SEG. EN DIFERENTES PROGRAMAS DE RADIO, DEL DIA 21 AL 31 DE DICIEMBRE 2023, DE LA CAMPAÑA 0% ALCOHOL AL VOLANTE",TR,1030478.0,2024-05-24,27836.52,COMUNICACION
320651,HERNANDEZ OYERVIDES JOSE ADRIAN,HEOA891021MY2,G 49-183011-1306,SEP-119-2024,SERVICIO DE MATERIAL DE DISEÑO Y PRODUCCION PARA REDES SOCIALES DEL MES DE ENERO DEL 2024_CAMPAÑA VARIOS,TR,1030204.0,2024-05-03,40227.0,COMUNICACION
320651,HERNANDEZ OYERVIDES JOSE ADRIAN,HEOA891021MY2,G 52-183011-1305,SEP-119-2024,2 SERVICIOS DE MATERIAL DE DISEÑO Y PRODUCCION PARA REDES SOCIALES DEL MES DE FEBRERO DEL 2024_CAMPAÑA TURISMO Y VARIOS,TR,1030204.0,2024-05-03,80454.0,COMUNICACION
320669,MIRANDA JIMENEZ GILBERTO PERCIVAL,MIJG8503211A7,02D36-183011-1272,SEP-068-2023,"SERVICIOS DE COMUNICACION ESTRATEGICA, DURANTE EL MES DE DICIEMBRE DEL 2023, DE VARIAS CAMPAÑAS",TR,1030527.0,2024-05-24,121838.78,COMUNICACION
320723,"PLATAFORMA GLOBALMEDIA, S.A. DE C.V.",BCO070321LD5,4062-183011-2030,SFA-DGA-DASG/CC/0270.21/2023,"DESPLEGADO EN LA GUIA RESIDENTE GUIANL (CUATRO PAGINAS, MEDIDAS 13 X 21 CMS) EDICION FEBRERO DEL 2024, CAMPAÑA VARIAS",TR,1030529.0,2024-05-24,29000.0,COMUNICACION
320723,"PLATAFORMA GLOBALMEDIA, S.A. DE C.V.",BCO070321LD5,4136-183011-2221,SFA-DGA-DASG/CC/0270.21/2023,"DESPLEGADO EN LA GUIA RESIDENTE GUIANL (CUATRO PAGINAS, MEDIDAS 13 X 21 CMS) EDICION MARZO DEL 2024, CAMPAÑA VARIAS",TR,1030584.0,2024-05-30,29000.0,COMUNICACION
320901,"SERVICIOS Y EQUIPOS MORE, S.A. DE C.V.",SEM1704118UA,3679-183011-6225,SEP-104-2023,"SERVICIOS DE ENCUESTAS TELEFONICAS PARA INVESTIGACIONES DE MERCADO, DEL MES DE OCTUBRE 2023_PASO A DESNIVEL PUERTA DE HIERRO AV. LEONES",TR,1030244.0,2024-05-03,46400.0,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2146-183011-1113,SEP-070-2023,"DESPLEGADO EN LA SECCION NUEVO LEON ( 1/4 DE PLANA, MEDIDA 13 X 17 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA 01 DE DICIEMBRE DEL 2023, CAMPAÑA NAVIDAD CONTIGO",TR,1030212.0,2024-05-03,27373.68,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2147-183011-1114,SEP-070-2023,"DESPLEGADO EN LA SECCION NUEVO LEON ( 1/8 DE PLANA, MEDIDA 13 X 12 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA 04 DE DICIEMBRE DEL 2023, CAMPAÑA CONSULTA PUBLICA JUVENTUD REGIA",TR,1030212.0,2024-05-03,16421.54,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2148-183011-1115,SEP-070-2023,"DESPLEGADO EN LA SECCION NUEVO LEON ( 1/8 DE PLANA, MEDIDA 13 X 12 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA 04 DE DICIEMBRE DEL 2023, CAMPAÑA CONSULTA PUBLICA ATENCION A VICTIMAS DEL DELITO",TR,1030212.0,2024-05-03,16421.54,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2149-183011-1116,SEP-070-2023,"DESPLEGADO EN LA SECCION NUEVO LEON ( 1/8 DE PLANA, MEDIDA 13 X 12 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA 05 DE DICIEMBRE DEL 2023, CAMPAÑA CONSULTA PUBLICA JUVENTUD REGIA",TR,1030212.0,2024-05-03,16421.54,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2150-183011-1117,SEP-070-2023,"DESPLEGADO EN LA SECCION NUEVO LEON ( 1/8 DE PLANA, MEDIDA 13 X 12 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA 05 DE DICIEMBRE DEL 2023, CAMPAÑA CONSULTA PUBLICA ATENCION A VICTIMAS DEL DELITO",TR,1030212.0,2024-05-03,16421.54,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2151-183011-1118,SEP-070-2023,"DESPLEGADO EN LA SECCION NUEVO LEON ( 1/4 DE PLANA, MEDIDA 13 X 17 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA 06 DE NOVIEMBRE DEL 2023, CAMPAÑA DESCUENTO EN MULTAS NO GRAVES",TR,1030212.0,2024-05-03,27373.68,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2152-183011-1119,SEP-070-2023,"DESPLEGADO EN LA SECCION NUEVO LEON ( 1/8 DE PLANA, MEDIDA 13 X 12 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA 08 DE NOVIEMBRE DEL 2023, CAMPAÑA PREDIAL",TR,1030212.0,2024-05-03,16421.54,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2153-183011-1120,SEP-070-2023,"DESPLEGADO EN LA SECCION NUEVO LEON ( 1/8 DE PLANA, MEDIDA 13 X 12 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA 13 DE NOVIEMBRE DEL 2023, CAMPAÑA MONTERREY PROTEGE",TR,1030212.0,2024-05-03,16421.54,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2154-183011-1123,SEP-070-2023,"DESPLEGADO EN LA SECCION NUEVO LEON ( ROBA PLANA, MEDIDA 18 X 27 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA 15 DE DICIEMBRE DEL 2023, CAMPAÑA CONVOCATORIA DE LICITACION PUBLICA NACIONAL PRESENCIAL",TR,1030212.0,2024-05-03,57348.66,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2155-183011-1124,SEP-070-2023,"DESPLEGADO EN LA SECCION NUEVO LEON ( 1/8 DE PLANA, MEDIDA 13 X 12 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA 15 DE DICIEMBRE DEL 2023, CAMPAÑA DESFILE NAVIDEÑO",TR,1030212.0,2024-05-03,16421.54,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2156-183011-1122,SEP-070-2023,"DESPLEGADO EN LA SECCION NUEVO LEON ( 1/4 DE PLANA, MEDIDA 13 X 17 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA 15 DE NOVIEMBRE DEL 2023, CAMPAÑA DESCUENTO EN MULTAS NO GRAVES",TR,1030212.0,2024-05-03,27373.68,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2157-183011-1125,SEP-070-2023,"DESPLEGADO EN LA SECCION NUEVO LEON ( 1/8 DE PLANA, MEDIDA 13 X 12 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA 17 DE NOVIEMBRE DEL 2023, CAMPAÑA MONTERREY PROTEGE",TR,1030212.0,2024-05-03,16421.54,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2158-183011-1126,SEP-070-2023,"DESPLEGADO EN LA SECCION NUEVO LEON ( 1/8 DE PLANA, MEDIDA 13 X 12 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA 20 DE DICIEMBRE DEL 2023, CAMPAÑA AVISO CONSULTA CIUDADANA REFORMA UBICACION, EDIFICACION Y CONSERVACION DE MONUMENTOS",TR,1030212.0,2024-05-03,16421.54,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2160-183011-1121,SEP-070-2023,"DESPLEGADO EN LA SECCION NUEVO LEON ( 1/4 DE PLANA, MEDIDA 13 X 17 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA 20 DE NOVIEMBRE DEL 2023, CAMPAÑA DESCUENTO EN MULTAS NO GRAVES",TR,1030212.0,2024-05-03,27373.68,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2161-183011-1128,SEP-070-2023,"DESPLEGADO EN LA SECCION NUEVO LEON ( 1/8 DE PLANA, MEDIDA 13 X 12 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA 27 DE NOVIEMBRE DEL 2023, CAMPAÑA PREDIAL",TR,1030212.0,2024-05-03,16421.54,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2159-183011-1127,SEP-070-2023,"DESPLEGADO EN LA SECCION NUEVO LEON ( 1/8 DE PLANA, MEDIDA 13 X 12 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA 20 DE DICIEMBRE DEL 2023, CAMPAÑA AVISO CONSULTA CIUDADANA REGLAMENTO DE LA ADMINISTRACION PUBLICA MUNICIPAL",TR,1030523.0,2024-05-24,16421.54,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2170-183011-2327,SEP-130-2024,"DESPLEGADO EN LA SECCION NUEVO LEON CUARTO DE PLANA, MEDIDA 13 X 17 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA   18  DE ENERO DEL 2024 ESQUELA NORMA TREVIÑO DE GARZA PONCE",TR,1030585.0,2024-05-30,31479.73,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2173-183011-2324,SEP-130-2024,"DESPLEGADO EN LA SECCION NUEVO LEON CUARTO DE PLANA, MEDIDA 13 X 17 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA   23 DE ENERO DEL 2024 CAMPAÑA PRESUPUESTO PARTICIPATIVO PREDIAL.",TR,1030585.0,2024-05-30,31479.73,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2177-183011-2325,SEP-130-2024,"DESPLEGADO EN LA SECCION NUEVO LEON CUARTO DE PLANA, MEDIDA 13 X 17 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA   30  DE ENERO DEL 2024 CAMPAÑA PRESUPUESTO PARTICIPATIVO PREDIAL.",TR,1030585.0,2024-05-30,31479.73,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2287-183011-2330,SEP-130-2024,"DESPLEGADO EN LA SECCION NUEVO LEON CUARTO DE PLANA, MEDIDA 13 X 17 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA   13 DE FEBRERO  DEL 2024 PUERTA DE HIERRO.",TR,1030585.0,2024-05-30,31479.73,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2290-183011-2331,SEP-130-2024,"DESPLEGADO EN LA SECCION NUEVO LEON CUARTO DE PLANA, MEDIDA 13 X 17 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA   09 DE FEBRERO  DEL 2024 PUERTA DE HIERRO.",TR,1030585.0,2024-05-30,31479.73,COMUNICACION
320946,EDITORA EL HORIZONTE S.A. DE C.V.,EHO201130DH5,EHT - 2312-183011-2329,SEP-130-2024,"DESPLEGADO EN LA SECCION NUEVO LEON CUARTO DE PLANA, MEDIDA 13 X 17 CMS) EN EL PERIODICO EL HORIZONTE, DEL DIA   21 DE FEBRERO  DEL 2024 PUERTA DE HIERRO.",TR,1030585.0,2024-05-30,31479.73,COMUNICACION
320948,"BERUMEN Y ASOCIADOS, S.A. DE C.V.",BAS9203045G8,AM 1979-183011-1793,SEP-073-2023,SERVICIO DE TRANCKING DURANTE EL MES DE DICIEMBRE DEL 2023,TR,1030495.0,2024-05-24,167040.0,COMUNICACION
320948,"BERUMEN Y ASOCIADOS, S.A. DE C.V.",BAS9203045G8,AM 2027-183011-1928,SEP-073-2023,"SERVICIO DE TRANCKING DURANTE EL MES DE NOVIEMBRE DEL 2023, CAMPAÑA PASO A DESNIVEL",TR,1030495.0,2024-05-24,167040.0,COMUNICACION
320948,"BERUMEN Y ASOCIADOS, S.A. DE C.V.",BAS9203045G8,AM 2028-183011-1929,SEP-073-2023,"SERVICIO DE TRANCKING DURANTE EL MES DE NOVIEMBRE DEL 2023, CAMPAÑA VARIOS",TR,1030495.0,2024-05-24,167040.0,COMUNICACION
320973,MARTINEZ DEL TORO ALEJANDRA NATZIELI,MATA901027154,73391-183011-1285,SEP-081-2023,"SERVICIO DE CONSULTORIA EN COMUNICACION Y NARRATIVAS VISUALES DEL MES DE DICIEMBRE DEL 2023, DE LA CAMPAÑA VARIOS",TR,1030595.0,2024-05-30,114224.13,COMUNICACION
321008,"VOTIA DEVELOPMENT RESEARCH, S.A. DE C.V.",VDR140410J98,A 64-183011-1304,SEP-106-2023,"MONITOREO CON 6 GRUPOS DE ENFOQUE E INVESTIGACION CUANTITATIVA CON ENCUESTAS EN CAMPO, CARA A CARA, ADEMAS DE ENCUESTAS DE SEGUIMIENTO, DURANTE EL MES DE NOVIEMBRE DEL 2023 DE LA CAMPAÑA PERCEPCIONES Y ACTITUDES DE LA CIUDADANIA",TR,1030216.0,2024-05-03,313200.0,COMUNICACION
321009,GOMEZ VARGAS ARMINDA ESTHELA,GOVA900509EL8,1B40B-183011-1774,SEP-103-2023,"SERVICIOS DE CREATIVIDAD, DISEÑO Y PRODUCCION DURANTE EL MES DE OCTUBRE DEL 2023_CAMPAÑA ALTERNATIVAS CALLES, BIENESTAR ANIMAL, PARQUE ESPAÑA, PUENTE VERDE, FERIA INTERNACIONAL Y CARRERA PANA",TR,1030304.0,2024-05-10,265000.0,COMUNICACION
321009,GOMEZ VARGAS ARMINDA ESTHELA,GOVA900509EL8,FE3A1-183011-1775,SEP-103-2023,"SERVICIOS DE CREATIVIDAD, DISEÑO Y PRODUCCION DURANTE EL MES DE SEPTIEMBRE DEL 2023_CAMPAÑA ANIVERSARIO MTY, DRON PUENTE VERDE, EMPRENDEDORES,PUENTE VERDE, SEGURIDAD.",TR,1030304.0,2024-05-10,265000.0,COMUNICACION
321009,GOMEZ VARGAS ARMINDA ESTHELA,GOVA900509EL8,0CCB6-183011-2035,SEP-103-2023,"SERVICIOS DE CREATIVIDAD, DISEÑO Y PRODUCCION DURANTE EL MES DE SEPTIEMBRE DEL 2023_CAMPAÑA 2DO. INFORME DE GOBIERNO",TR,1030490.0,2024-05-24,265000.0,COMUNICACION
321009,GOMEZ VARGAS ARMINDA ESTHELA,GOVA900509EL8,25194-183011-2037,SEP-103-2023,"SERVICIOS DE CREATIVIDAD, DISEÑO Y PRODUCCION DURANTE EL MES DE NOVIEMBRE DEL 2023",TR,1030490.0,2024-05-24,265000.0,COMUNICACION
321009,GOMEZ VARGAS ARMINDA ESTHELA,GOVA900509EL8,B4CEB-183011-2036,SEP-103-2023,"SERVICIOS DE CREATIVIDAD, DISEÑO Y PRODUCCION DURANTE EL MES DE AGOSTO DEL 2023",TR,1030490.0,2024-05-24,265000.0,COMUNICACION
321014,RODRIGUEZ RODRIGUEZ LILIANA GUADALUPE,RORL871111F17,C - 597-183011-1698,SEP-105-2023,"SERVICIOS DE COMUNICACION CONSISTENTES EN ESTRATEGIA DE CAMPAÑAS, CORRESPONDIENTE AL MES DE NOVIEMBRE Y DICIEMBRE DEL 2023, DE VARIAS CAMPAÑAS",TR,1030285.0,2024-05-10,721896.56,COMUNICACION
